0,0
0.00505051,0
0.01010101,0
0.01515152,0
0.02020202,0
0.02525253,0
0.03030303,0
0.03535354,0
0.04040404,0.000244140625
0.0454545,0.000244140625
0.05050505,0
0.056,0
0.06060606,0.000244140625
0.06565657,0.000732421875
0.07070707,0.0009765625
0.07575758,0.001953125
0.08080808,0.001220703125
0.08585859,0.001708984375
0.09090909,0.001953125
0.0959596,0.002197265625
0.1010101,0.00390625
0.10606061,0.003173828125
0.11111111,0.0029296875
0.11616162,0.004150390625
0.12121212,0.004638671875
0.12626263,0.0078125
0.13131313,0.007568359375
0.13636364,0.009521484375
0.14141414,0.0107421875
0.14646465,0.0087890625
0.15151515,0.010498046875
0.15656566,0.0166015625
0.16161616,0.019775390625
0.16666667,0.02490234375
0.17171717,0.017822265625
0.17676768,0.0234375
0.18181818,0.027099609375
0.18686869,0.033203125
0.19191919,0.037841796875
0.1969697,0.03369140625
0.2020202,0.047607421875
0.20707071,0.04638671875
0.21212121,0.05126953125
0.21717172,0.0595703125
0.22222222,0.063720703125
0.22727273,0.07275390625
0.23232323,0.067626953125
0.23737374,0.079833984375
0.24242424,0.08984375
0.24747475,0.087890625
0.25252525,0.10546875
0.25757576,0.1044921875
0.26262626,0.114990234375
0.26767677,0.119384765625
0.27272727,0.130126953125
0.27777778,0.130615234375
0.28282828,0.15234375
0.28787879,0.14599609375
0.29292929,0.15673828125
0.2979798,0.18408203125
0.3030303,0.187255859375
0.30808081,0.20458984375
0.31313131,0.20947265625
0.31818182,0.2314453125
0.32323232,0.223876953125
0.32828283,0.24755859375
0.33333333,0.260986328125
0.33838384,0.27587890625
0.34343434,0.290771484375
0.34848485,0.29248046875
0.35353535,0.3369140625
0.35858586,0.335693359375
0.36363636,0.341796875
0.36868687,0.35595703125
0.37373737,0.3876953125
0.37878788,0.41162109375
0.38383838,0.412109375
0.38888889,0.4482421875
0.39393939,0.469482421875
0.3989899,0.473876953125
0.4040404,0.51123046875
0.40909091,0.5185546875
0.41414141,0.5546875
0.41919192,0.565185546875
0.42424242,0.57568359375
0.42929293,0.60888671875
0.43434343,0.637451171875
0.43939394,0.65234375
0.44444444,0.6796875
0.44949495,0.703857421875
0.45454545,0.744140625
0.45959596,0.760986328125
0.46464646,0.803955078125
0.46969697,0.804443359375
0.47474747,0.845703125
0.47979798,0.8759765625
0.48484848,0.909423828125
0.48989899,0.935302734375
0.49494949,0.961669921875
0.5,0.983154296875
